AccessID,UserID,UserRole,Department,Timestamp,DayOfWeek,HourOfDay,PatientID,ActionType,DataSensitivity,AccessLocation,AccessCountPerDay,IsOffHours,IsWeekend,RoleRiskWeight,AccessRiskScore
A00236,U139,Nurse,Clinical,15/06/2025 02:02,Sunday,2,P852,View,Normal,Remote,66,1,1,3,50
A00237,U207,Nurse,Clinical,04/06/2025 22:33,Wednesday,22,P289,View,High,Onsite,11,1,0,3,80
A00238,U297,Pharmacist,Pharmacy,22/06/2025 00:56,Sunday,0,P150,Edit,Normal,Remote,2,1,1,3,50
A00239,U067,Doctor,Clinical,17/06/2025 17:57,Tuesday,17,P223,View,Normal,Remote,79,0,0,2,20
A00240,U071,Doctor,Clinical,05/06/2025 05:49,Thursday,5,P465,Export,Normal,Remote,32,1,0,2,60
A00241,U047,Doctor,Clinical,13/06/2025 03:36,Friday,3,P555,View,Normal,Onsite,73,1,0,2,40
A00242,U265,Admin,Admin,30/06/2025 17:54,Monday,17,P860,View,Normal,Onsite,54,0,0,5,50
A00243,U116,Nurse,Clinical,03/06/2025 14:29,Tuesday,14,P374,View,Normal,Remote,38,0,0,3,30
A00244,U201,Nurse,Clinical,04/06/2025 06:46,Wednesday,6,P928,View,Normal,Remote,18,1,0,3,50
A00245,U196,Nurse,Clinical,12/06/2025 13:53,Thursday,13,P817,Edit,Normal,Onsite,49,0,0,3,30
A00246,U075,Doctor,Clinical,01/06/2025 20:23,Sunday,20,P983,View,High,Onsite,66,1,1,2,70
A00247,U268,Receptionist,Admin,18/06/2025 06:23,Wednesday,6,P577,View,Normal,Remote,30,1,0,4,60
A00248,U265,Admin,Admin,19/06/2025 10:16,Thursday,10,P535,View,Normal,Remote,5,0,0,5,50
A00249,U262,Admin,Admin,14/06/2025 23:46,Saturday,23,P845,View,Normal,Onsite,38,1,1,5,70
A00250,U230,Nurse,Clinical,28/06/2025 00:49,Saturday,0,P862,Edit,Normal,Remote,74,1,1,3,50
A00251,U249,Nurse,Clinical,22/06/2025 20:30,Sunday,20,P758,Edit,Normal,Onsite,66,1,1,3,50
A00252,U065,Doctor,Clinical,11/06/2025 22:49,Wednesday,22,P510,View,Normal,Onsite,45,1,0,2,40
A00253,U286,Receptionist,Admin,13/06/2025 11:36,Friday,11,P846,View,High,Remote,78,0,0,4,70
A00254,U036,Doctor,Clinical,06/06/2025 10:19,Friday,10,P207,View,Normal,Remote,8,0,0,2,20
A00255,U087,Nurse,Clinical,15/06/2025 09:35,Sunday,9,P436,View,Normal,Onsite,33,0,1,3,30
A00256,U032,Doctor,Clinical,19/06/2025 20:14,Thursday,20,P221,View,Normal,Onsite,75,1,0,2,40
A00257,U012,Doctor,Clinical,21/06/2025 19:25,Saturday,19,P333,View,Normal,Remote,62,1,1,2,40
A00258,U017,Doctor,Clinical,02/06/2025 11:00,Monday,11,P555,Edit,Normal,Onsite,69,0,0,2,20
A00259,U226,Nurse,Clinical,19/06/2025 05:16,Thursday,5,P558,Export,Normal,Remote,25,1,0,3,70
A00260,U225,Nurse,Clinical,01/06/2025 11:28,Sunday,11,P369,View,High,Remote,14,0,1,3,60
A00261,U152,Nurse,Clinical,26/06/2025 03:38,Thursday,3,P728,View,Normal,Remote,32,1,0,3,50
A00262,U022,Doctor,Clinical,06/06/2025 03:11,Friday,3,P362,View,Normal,Remote,46,1,0,2,40
A00263,U087,Nurse,Clinical,29/06/2025 09:07,Sunday,9,P415,View,High,Remote,12,0,1,3,60
A00264,U265,Admin,Admin,07/06/2025 07:25,Saturday,7,P860,View,Normal,Onsite,23,1,1,5,70
A00265,U088,Nurse,Clinical,09/06/2025 14:29,Monday,14,P722,View,Normal,Remote,19,0,0,3,30
A00266,U112,Nurse,Clinical,22/06/2025 14:07,Sunday,14,P548,Export,Normal,Onsite,20,0,1,3,50
A00267,U122,Nurse,Clinical,17/06/2025 22:36,Tuesday,22,P961,Edit,Normal,Remote,32,1,0,3,50
A00268,U153,Nurse,Clinical,14/06/2025 20:19,Saturday,20,P564,View,Normal,Remote,27,1,1,3,50
A00269,U257,Admin,Admin,03/06/2025 07:31,Tuesday,7,P189,View,Normal,Onsite,2,1,0,5,70
A00270,U276,Receptionist,Admin,01/06/2025 10:26,Sunday,10,P123,View,Normal,Onsite,71,0,1,4,40
A00271,U238,Nurse,Clinical,17/06/2025 12:11,Tuesday,12,P927,Edit,Normal,Remote,13,0,0,3,30
A00272,U185,Nurse,Clinical,21/06/2025 01:33,Saturday,1,P807,Export,Normal,Onsite,46,1,1,3,70
A00273,U226,Nurse,Clinical,15/06/2025 13:40,Sunday,13,P888,Edit,High,Remote,12,0,1,3,60
A00274,U240,Nurse,Clinical,29/06/2025 16:11,Sunday,16,P352,View,Normal,Onsite,74,0,1,3,30
A00275,U069,Doctor,Clinical,06/06/2025 08:15,Friday,8,P692,View,High,Remote,22,0,0,2,50
A00276,U177,Nurse,Clinical,15/06/2025 19:54,Sunday,19,P533,Edit,Normal,Onsite,3,1,1,3,50
A00277,U015,Doctor,Clinical,13/06/2025 05:59,Friday,5,P500,View,Normal,Onsite,17,1,0,2,40
A00278,U082,Doctor,Clinical,24/06/2025 00:22,Tuesday,0,P342,View,Normal,Onsite,14,1,0,2,40
A00279,U050,Doctor,Clinical,23/06/2025 13:44,Monday,13,P608,Edit,High,Remote,24,0,0,2,50
A00280,U275,Receptionist,Admin,05/06/2025 08:54,Thursday,8,P148,View,High,Onsite,20,0,0,4,70
A00281,U300,Pharmacist,Pharmacy,28/06/2025 22:57,Saturday,22,P869,Edit,Normal,Remote,48,1,1,3,50
A00282,U052,Doctor,Clinical,19/06/2025 00:20,Thursday,0,P687,View,Normal,Remote,80,1,0,2,40
A00283,U104,Nurse,Clinical,10/06/2025 09:41,Tuesday,9,P394,View,High,Onsite,39,0,0,3,60
A00284,U274,Receptionist,Admin,27/06/2025 03:03,Friday,3,P375,Export,Normal,Onsite,15,1,0,4,80
A00285,U196,Nurse,Clinical,15/06/2025 22:12,Sunday,22,P216,View,Normal,Onsite,61,1,1,3,50
A00286,U020,Doctor,Clinical,15/06/2025 16:25,Sunday,16,P730,View,High,Onsite,16,0,1,2,50
A00287,U175,Nurse,Clinical,17/06/2025 08:02,Tuesday,8,P647,View,High,Onsite,24,0,0,3,60
A00288,U091,Nurse,Clinical,07/06/2025 05:59,Saturday,5,P285,View,High,Remote,27,1,1,3,80
A00289,U053,Doctor,Clinical,23/06/2025 09:55,Monday,9,P236,View,Normal,Onsite,78,0,0,2,20
A00290,U233,Nurse,Clinical,25/06/2025 12:08,Wednesday,12,P466,View,High,Remote,46,0,0,3,60
A00291,U293,Pharmacist,Pharmacy,14/06/2025 06:51,Saturday,6,P435,Edit,Normal,Remote,23,1,1,3,50
A00292,U065,Doctor,Clinical,14/06/2025 02:03,Saturday,2,P440,View,Normal,Remote,79,1,1,2,40
A00293,U250,Nurse,Clinical,18/06/2025 12:53,Wednesday,12,P421,Export,Normal,Onsite,52,0,0,3,50
A00294,U276,Receptionist,Admin,25/06/2025 05:18,Wednesday,5,P961,View,High,Remote,54,1,0,4,90
A00295,U222,Nurse,Clinical,11/06/2025 09:33,Wednesday,9,P907,View,High,Remote,75,0,0,3,60
A00296,U295,Pharmacist,Pharmacy,19/06/2025 18:42,Thursday,18,P454,View,Normal,Onsite,29,0,0,3,30
A00297,U015,Doctor,Clinical,20/06/2025 19:00,Friday,19,P204,View,Normal,Remote,63,1,0,2,40
A00298,U093,Nurse,Clinical,14/06/2025 09:26,Saturday,9,P154,View,Normal,Onsite,39,0,1,3,30
A00299,U167,Nurse,Clinical,22/06/2025 15:58,Sunday,15,P504,View,Normal,Onsite,54,0,1,3,30
A00300,U291,Pharmacist,Pharmacy,05/06/2025 22:47,Thursday,22,P818,View,Normal,Onsite,23,1,0,3,50
A00301,U260,Admin,Admin,27/06/2025 23:54,Friday,23,P235,View,Normal,Remote,42,1,0,5,70
A00302,U129,Nurse,Clinical,26/06/2025 01:16,Thursday,1,P635,Edit,High,Remote,43,1,0,3,80
A00303,U294,Pharmacist,Pharmacy,07/06/2025 04:25,Saturday,4,P140,Edit,Normal,Onsite,69,1,1,3,50
A00304,U185,Nurse,Clinical,30/06/2025 22:49,Monday,22,P173,View,High,Onsite,74,1,0,3,80
A00305,U015,Doctor,Clinical,07/06/2025 04:15,Saturday,4,P658,Edit,Normal,Remote,40,1,1,2,40
A00306,U035,Doctor,Clinical,10/06/2025 20:38,Tuesday,20,P461,Edit,Normal,Remote,31,1,0,2,40
A00307,U104,Nurse,Clinical,27/06/2025 15:23,Friday,15,P892,View,High,Remote,23,0,0,3,60
A00308,U118,Nurse,Clinical,24/06/2025 04:35,Tuesday,4,P123,View,Normal,Remote,50,1,0,3,50
A00309,U157,Nurse,Clinical,14/06/2025 10:07,Saturday,10,P639,View,Normal,Remote,10,0,1,3,30
A00310,U014,Doctor,Clinical,12/06/2025 21:39,Thursday,21,P812,View,Normal,Remote,51,1,0,2,40
A00311,U039,Doctor,Clinical,19/06/2025 20:30,Thursday,20,P731,View,Normal,Remote,22,1,0,2,40
A00312,U158,Nurse,Clinical,16/06/2025 10:21,Monday,10,P554,View,Normal,Onsite,76,0,0,3,30
A00313,U268,Receptionist,Admin,11/06/2025 13:18,Wednesday,13,P896,Edit,Normal,Remote,47,0,0,4,40
A00314,U079,Doctor,Clinical,01/06/2025 07:39,Sunday,7,P188,View,Normal,Remote,54,1,1,2,40
A00315,U105,Nurse,Clinical,04/06/2025 21:15,Wednesday,21,P885,View,Normal,Remote,12,1,0,3,50
A00316,U177,Nurse,Clinical,15/06/2025 00:42,Sunday,0,P781,Edit,High,Onsite,41,1,1,3,80
A00317,U063,Doctor,Clinical,11/06/2025 06:34,Wednesday,6,P452,View,High,Remote,21,1,0,2,70
A00318,U280,Receptionist,Admin,20/06/2025 18:43,Friday,18,P440,View,High,Onsite,13,0,0,4,70
A00319,U285,Receptionist,Admin,16/06/2025 12:59,Monday,12,P713,View,Normal,Remote,49,0,0,4,40
A00320,U040,Doctor,Clinical,16/06/2025 13:49,Monday,13,P447,View,Normal,Remote,8,0,0,2,20
A00321,U237,Nurse,Clinical,23/06/2025 03:52,Monday,3,P185,Edit,Normal,Remote,13,1,0,3,50
A00322,U129,Nurse,Clinical,02/06/2025 14:01,Monday,14,P795,View,Normal,Onsite,80,0,0,3,30
A00323,U046,Doctor,Clinical,11/06/2025 20:39,Wednesday,20,P443,View,Normal,Onsite,36,1,0,2,40
A00324,U115,Nurse,Clinical,24/06/2025 20:49,Tuesday,20,P501,View,Normal,Remote,46,1,0,3,50
A00325,U038,Doctor,Clinical,23/06/2025 01:43,Monday,1,P421,View,Normal,Remote,23,1,0,2,40
A00326,U020,Doctor,Clinical,02/06/2025 19:37,Monday,19,P607,Edit,Normal,Onsite,17,1,0,2,40
A00327,U045,Doctor,Clinical,18/06/2025 07:42,Wednesday,7,P341,View,High,Onsite,22,1,0,2,70
A00328,U011,Doctor,Clinical,13/06/2025 12:19,Friday,12,P755,View,High,Onsite,52,0,0,2,50
A00329,U174,Nurse,Clinical,27/06/2025 08:07,Friday,8,P599,View,Normal,Remote,60,0,0,3,30
A00330,U068,Doctor,Clinical,04/06/2025 04:53,Wednesday,4,P478,View,Normal,Remote,70,1,0,2,40
A00331,U155,Nurse,Clinical,21/06/2025 15:47,Saturday,15,P362,Edit,Normal,Remote,72,0,1,3,30
A00332,U259,Admin,Admin,28/06/2025 07:19,Saturday,7,P678,View,Normal,Remote,2,1,1,5,70
A00333,U132,Nurse,Clinical,28/06/2025 14:37,Saturday,14,P766,View,Normal,Onsite,77,0,1,3,30
A00334,U130,Nurse,Clinical,02/06/2025 19:17,Monday,19,P129,View,Normal,Onsite,61,1,0,3,50
A00335,U208,Nurse,Clinical,21/06/2025 16:40,Saturday,16,P103,View,Normal,Onsite,8,0,1,3,30
A00336,U179,Nurse,Clinical,28/06/2025 14:39,Saturday,14,P122,View,Normal,Onsite,43,0,1,3,30
A00337,U017,Doctor,Clinical,17/06/2025 20:26,Tuesday,20,P179,Edit,Normal,Remote,16,1,0,2,40
A00338,U196,Nurse,Clinical,19/06/2025 17:35,Thursday,17,P664,View,Normal,Remote,58,0,0,3,30
A00339,U162,Nurse,Clinical,21/06/2025 11:48,Saturday,11,P877,View,Normal,Onsite,73,0,1,3,30
A00340,U186,Nurse,Clinical,24/06/2025 07:54,Tuesday,7,P624,View,Normal,Onsite,12,1,0,3,50
A00341,U112,Nurse,Clinical,25/06/2025 23:18,Wednesday,23,P728,View,High,Remote,4,1,0,3,80
A00342,U100,Nurse,Clinical,24/06/2025 19:17,Tuesday,19,P540,View,High,Onsite,44,1,0,3,80
A00343,U150,Nurse,Clinical,30/06/2025 21:14,Monday,21,P702,Edit,High,Onsite,62,1,0,3,80
A00344,U150,Nurse,Clinical,03/06/2025 14:45,Tuesday,14,P637,View,High,Onsite,42,0,0,3,60
A00345,U107,Nurse,Clinical,27/06/2025 13:04,Friday,13,P981,View,Normal,Remote,58,0,0,3,30
A00346,U279,Receptionist,Admin,07/06/2025 19:34,Saturday,19,P634,Edit,Normal,Onsite,65,1,1,4,60
A00347,U016,Doctor,Clinical,15/06/2025 15:56,Sunday,15,P122,View,Normal,Remote,23,0,1,2,20
A00348,U040,Doctor,Clinical,11/06/2025 23:05,Wednesday,23,P229,View,Normal,Onsite,59,1,0,2,40
A00349,U067,Doctor,Clinical,13/06/2025 16:50,Friday,16,P449,View,Normal,Onsite,50,0,0,2,20
A00350,U116,Nurse,Clinical,04/06/2025 17:29,Wednesday,17,P458,View,Normal,Onsite,50,0,0,3,30
A00351,U032,Doctor,Clinical,03/06/2025 07:25,Tuesday,7,P839,View,Normal,Onsite,60,1,0,2,40
A00352,U022,Doctor,Clinical,15/06/2025 08:11,Sunday,8,P444,View,Normal,Onsite,64,0,1,2,20
A00353,U053,Doctor,Clinical,08/06/2025 02:21,Sunday,2,P602,View,High,Remote,42,1,1,2,70
A00354,U089,Nurse,Clinical,16/06/2025 22:48,Monday,22,P873,View,Normal,Onsite,33,1,0,3,50
A00355,U291,Pharmacist,Pharmacy,06/06/2025 23:23,Friday,23,P184,Edit,Normal,Remote,54,1,0,3,50
A00356,U070,Doctor,Clinical,11/06/2025 08:15,Wednesday,8,P704,Edit,Normal,Onsite,10,0,0,2,20
A00357,U025,Doctor,Clinical,16/06/2025 01:31,Monday,1,P600,View,High,Remote,70,1,0,2,70
A00358,U299,Pharmacist,Pharmacy,03/06/2025 14:10,Tuesday,14,P859,View,Normal,Remote,41,0,0,3,30
A00359,U180,Nurse,Clinical,13/06/2025 11:33,Friday,11,P746,View,Normal,Onsite,28,0,0,3,30
A00360,U299,Pharmacist,Pharmacy,30/06/2025 17:24,Monday,17,P531,Edit,Normal,Onsite,1,0,0,3,30
A00361,U202,Nurse,Clinical,30/06/2025 08:07,Monday,8,P996,View,High,Remote,3,0,0,3,60
A00362,U117,Nurse,Clinical,25/06/2025 18:44,Wednesday,18,P232,View,Normal,Remote,52,0,0,3,30
A00363,U105,Nurse,Clinical,30/06/2025 13:45,Monday,13,P592,Export,Normal,Onsite,61,0,0,3,50
A00364,U198,Nurse,Clinical,26/06/2025 15:58,Thursday,15,P161,View,Normal,Remote,7,0,0,3,30
A00365,U085,Doctor,Clinical,23/06/2025 00:06,Monday,0,P986,View,High,Remote,60,1,0,2,70
A00366,U026,Doctor,Clinical,20/06/2025 20:42,Friday,20,P991,View,Normal,Onsite,50,1,0,2,40
A00367,U259,Admin,Admin,22/06/2025 13:51,Sunday,13,P778,Edit,High,Onsite,16,0,1,5,80
A00368,U006,Doctor,Clinical,14/06/2025 07:05,Saturday,7,P985,View,Normal,Remote,40,1,1,2,40
A00369,U181,Nurse,Clinical,15/06/2025 09:04,Sunday,9,P446,View,Normal,Remote,38,0,1,3,30
A00370,U107,Nurse,Clinical,26/06/2025 07:14,Thursday,7,P622,Edit,Normal,Remote,41,1,0,3,50
A00371,U220,Nurse,Clinical,12/06/2025 20:03,Thursday,20,P730,View,Normal,Remote,13,1,0,3,50
A00372,U003,Doctor,Clinical,11/06/2025 13:26,Wednesday,13,P164,Export,Normal,Onsite,3,0,0,2,40
A00373,U068,Doctor,Clinical,27/06/2025 15:37,Friday,15,P325,View,Normal,Onsite,23,0,0,2,20
A00374,U187,Nurse,Clinical,24/06/2025 22:07,Tuesday,22,P514,View,Normal,Remote,76,1,0,3,50
A00375,U091,Nurse,Clinical,15/06/2025 20:42,Sunday,20,P560,View,Normal,Remote,73,1,1,3,50
A00376,U168,Nurse,Clinical,05/06/2025 15:07,Thursday,15,P509,View,High,Onsite,56,0,0,3,60
A00377,U275,Receptionist,Admin,02/06/2025 06:26,Monday,6,P599,View,Normal,Onsite,70,1,0,4,60
A00378,U077,Doctor,Clinical,10/06/2025 05:42,Tuesday,5,P215,Edit,Normal,Onsite,24,1,0,2,40
A00379,U186,Nurse,Clinical,04/06/2025 10:36,Wednesday,10,P864,View,Normal,Remote,56,0,0,3,30
A00380,U248,Nurse,Clinical,12/06/2025 17:30,Thursday,17,P937,View,Normal,Onsite,23,0,0,3,30
A00381,U018,Doctor,Clinical,21/06/2025 10:50,Saturday,10,P698,Edit,Normal,Remote,30,0,1,2,20
A00382,U246,Nurse,Clinical,27/06/2025 16:02,Friday,16,P489,View,High,Remote,77,0,0,3,60
A00383,U001,Doctor,Clinical,27/06/2025 07:33,Friday,7,P720,View,Normal,Remote,36,1,0,2,40
A00384,U296,Pharmacist,Pharmacy,16/06/2025 01:47,Monday,1,P122,View,Normal,Onsite,39,1,0,3,50
A00385,U265,Admin,Admin,24/06/2025 11:08,Tuesday,11,P790,Edit,Normal,Remote,20,0,0,5,50
A00386,U175,Nurse,Clinical,15/06/2025 15:02,Sunday,15,P733,View,Normal,Remote,74,0,1,3,30
A00387,U263,Admin,Admin,02/06/2025 14:01,Monday,14,P651,View,Normal,Onsite,3,0,0,5,50
A00388,U143,Nurse,Clinical,08/06/2025 03:11,Sunday,3,P107,View,Normal,Remote,27,1,1,3,50
A00389,U077,Doctor,Clinical,13/06/2025 07:09,Friday,7,P917,View,Normal,Onsite,45,1,0,2,40
A00390,U285,Receptionist,Admin,26/06/2025 09:21,Thursday,9,P661,Edit,High,Onsite,17,0,0,4,70
A00391,U031,Doctor,Clinical,12/06/2025 17:38,Thursday,17,P919,View,Normal,Remote,32,0,0,2,20
A00392,U081,Doctor,Clinical,12/06/2025 16:44,Thursday,16,P714,Edit,Normal,Onsite,7,0,0,2,20
A00393,U010,Doctor,Clinical,23/06/2025 04:49,Monday,4,P102,View,High,Remote,77,1,0,2,70
A00394,U162,Nurse,Clinical,17/06/2025 00:12,Tuesday,0,P571,View,Normal,Remote,32,1,0,3,50
A00395,U043,Doctor,Clinical,18/06/2025 17:22,Wednesday,17,P304,Edit,Normal,Remote,73,0,0,2,20
A00396,U004,Doctor,Clinical,02/06/2025 05:27,Monday,5,P580,Edit,Normal,Onsite,74,1,0,2,40
A00397,U141,Nurse,Clinical,08/06/2025 17:49,Sunday,17,P433,Edit,Normal,Remote,25,0,1,3,30
A00398,U252,Nurse,Clinical,11/06/2025 13:05,Wednesday,13,P785,View,Normal,Remote,65,0,0,3,30
A00399,U175,Nurse,Clinical,25/06/2025 11:11,Wednesday,11,P652,View,Normal,Onsite,5,0,0,3,30
A00400,U066,Doctor,Clinical,30/06/2025 14:21,Monday,14,P418,View,Normal,Remote,37,0,0,2,20
A00401,U213,Nurse,Clinical,11/06/2025 20:10,Wednesday,20,P150,Edit,High,Onsite,66,1,0,3,80
A00402,U048,Doctor,Clinical,01/06/2025 08:50,Sunday,8,P483,View,Normal,Remote,29,0,1,2,20
A00403,U074,Doctor,Clinical,16/06/2025 18:21,Monday,18,P168,View,Normal,Remote,69,0,0,2,20
A00404,U210,Nurse,Clinical,24/06/2025 10:41,Tuesday,10,P586,View,High,Onsite,41,0,0,3,60
A00405,U183,Nurse,Clinical,20/06/2025 04:01,Friday,4,P216,View,Normal,Onsite,36,1,0,3,50
A00406,U190,Nurse,Clinical,25/06/2025 09:02,Wednesday,9,P342,View,Normal,Onsite,36,0,0,3,30
A00407,U247,Nurse,Clinical,16/06/2025 08:22,Monday,8,P539,View,Normal,Remote,26,0,0,3,30
A00408,U015,Doctor,Clinical,03/06/2025 20:27,Tuesday,20,P639,View,Normal,Onsite,49,1,0,2,40
A00409,U133,Nurse,Clinical,17/06/2025 22:42,Tuesday,22,P731,View,High,Remote,4,1,0,3,80
A00410,U143,Nurse,Clinical,27/06/2025 22:47,Friday,22,P185,View,Normal,Remote,3,1,0,3,50
A00411,U154,Nurse,Clinical,07/06/2025 02:37,Saturday,2,P331,View,Normal,Remote,61,1,1,3,50
A00412,U086,Doctor,Clinical,02/06/2025 04:35,Monday,4,P458,Edit,Normal,Onsite,63,1,0,2,40
A00413,U168,Nurse,Clinical,05/06/2025 18:20,Thursday,18,P870,Edit,Normal,Onsite,23,0,0,3,30
A00414,U169,Nurse,Clinical,08/06/2025 17:42,Sunday,17,P430,View,Normal,Remote,24,0,1,3,30
A00415,U016,Doctor,Clinical,03/06/2025 08:14,Tuesday,8,P357,Edit,Normal,Remote,14,0,0,2,20
A00416,U064,Doctor,Clinical,16/06/2025 23:24,Monday,23,P687,View,Normal,Onsite,80,1,0,2,40
A00417,U110,Nurse,Clinical,26/06/2025 13:43,Thursday,13,P449,View,Normal,Remote,32,0,0,3,30
A00418,U271,Receptionist,Admin,06/06/2025 07:12,Friday,7,P941,View,Normal,Remote,74,1,0,4,60
A00419,U276,Receptionist,Admin,07/06/2025 16:16,Saturday,16,P972,View,Normal,Remote,73,0,1,4,40
A00420,U254,Admin,Admin,29/06/2025 17:22,Sunday,17,P445,Edit,Normal,Onsite,13,0,1,5,50
A00421,U233,Nurse,Clinical,27/06/2025 09:50,Friday,9,P678,View,Normal,Onsite,38,0,0,3,30
A00422,U040,Doctor,Clinical,30/06/2025 00:15,Monday,0,P685,View,Normal,Onsite,23,1,0,2,40
A00423,U297,Pharmacist,Pharmacy,13/06/2025 18:15,Friday,18,P625,View,Normal,Remote,62,0,0,3,30
A00424,U161,Nurse,Clinical,02/06/2025 13:30,Monday,13,P841,View,Normal,Remote,59,0,0,3,30
A00425,U068,Doctor,Clinical,14/06/2025 02:46,Saturday,2,P421,Edit,Normal,Remote,9,1,1,2,40
A00426,U261,Admin,Admin,24/06/2025 22:21,Tuesday,22,P299,View,High,Onsite,37,1,0,5,100
A00427,U036,Doctor,Clinical,04/06/2025 11:50,Wednesday,11,P360,Edit,Normal,Onsite,31,0,0,2,20
A00428,U140,Nurse,Clinical,08/06/2025 22:45,Sunday,22,P734,View,High,Onsite,14,1,1,3,80
A00429,U191,Nurse,Clinical,22/06/2025 16:50,Sunday,16,P619,View,Normal,Onsite,16,0,1,3,30
A00430,U210,Nurse,Clinical,08/06/2025 08:06,Sunday,8,P228,Edit,Normal,Onsite,30,0,1,3,30
A00431,U062,Doctor,Clinical,15/06/2025 23:23,Sunday,23,P484,View,Normal,Onsite,21,1,1,2,40
A00432,U250,Nurse,Clinical,01/06/2025 22:34,Sunday,22,P802,View,Normal,Onsite,45,1,1,3,50
A00433,U095,Nurse,Clinical,25/06/2025 03:06,Wednesday,3,P425,Edit,Normal,Onsite,49,1,0,3,50
A00434,U071,Doctor,Clinical,12/06/2025 16:27,Thursday,16,P775,View,Normal,Onsite,41,0,0,2,20
A00435,U049,Doctor,Clinical,24/06/2025 09:00,Tuesday,9,P459,View,Normal,Remote,50,0,0,2,20
A00436,U122,Nurse,Clinical,06/06/2025 10:02,Friday,10,P335,Edit,High,Remote,47,0,0,3,60
A00437,U205,Nurse,Clinical,11/06/2025 14:44,Wednesday,14,P738,View,Normal,Onsite,62,0,0,3,30
A00438,U189,Nurse,Clinical,09/06/2025 23:08,Monday,23,P574,Edit,High,Remote,44,1,0,3,80
A00439,U275,Receptionist,Admin,30/06/2025 20:55,Monday,20,P265,View,Normal,Remote,31,1,0,4,60
A00440,U055,Doctor,Clinical,25/06/2025 23:48,Wednesday,23,P222,View,High,Onsite,52,1,0,2,70
A00441,U073,Doctor,Clinical,12/06/2025 18:26,Thursday,18,P100,View,Normal,Onsite,9,0,0,2,20
A00442,U141,Nurse,Clinical,23/06/2025 23:05,Monday,23,P630,View,High,Remote,48,1,0,3,80
A00443,U240,Nurse,Clinical,20/06/2025 04:47,Friday,4,P915,Edit,Normal,Onsite,60,1,0,3,50
A00444,U265,Admin,Admin,15/06/2025 20:07,Sunday,20,P334,Edit,Normal,Onsite,59,1,1,5,70
A00445,U149,Nurse,Clinical,11/06/2025 04:38,Wednesday,4,P486,View,Normal,Onsite,31,1,0,3,50
A00446,U186,Nurse,Clinical,22/06/2025 14:06,Sunday,14,P473,View,Normal,Remote,32,0,1,3,30
A00447,U108,Nurse,Clinical,02/06/2025 13:02,Monday,13,P241,View,Normal,Onsite,51,0,0,3,30
A00448,U170,Nurse,Clinical,24/06/2025 16:01,Tuesday,16,P514,View,Normal,Remote,28,0,0,3,30
A00449,U130,Nurse,Clinical,27/06/2025 00:11,Friday,0,P773,View,Normal,Remote,18,1,0,3,50
A00450,U213,Nurse,Clinical,14/06/2025 01:54,Saturday,1,P520,View,Normal,Onsite,63,1,1,3,50
A00451,U017,Doctor,Clinical,18/06/2025 05:03,Wednesday,5,P958,Edit,Normal,Onsite,13,1,0,2,40
A00452,U086,Doctor,Clinical,16/06/2025 09:24,Monday,9,P813,View,Normal,Onsite,55,0,0,2,20
A00453,U033,Doctor,Clinical,23/06/2025 10:21,Monday,10,P196,View,Normal,Remote,16,0,0,2,20
A00454,U079,Doctor,Clinical,21/06/2025 03:58,Saturday,3,P997,Edit,Normal,Remote,28,1,1,2,40
A00455,U231,Nurse,Clinical,11/06/2025 05:29,Wednesday,5,P766,View,Normal,Remote,31,1,0,3,50
A00456,U019,Doctor,Clinical,12/06/2025 21:33,Thursday,21,P216,View,Normal,Onsite,69,1,0,2,40
A00457,U282,Receptionist,Admin,29/06/2025 13:08,Sunday,13,P242,View,Normal,Remote,9,0,1,4,40
A00458,U123,Nurse,Clinical,08/06/2025 07:16,Sunday,7,P746,View,Normal,Remote,69,1,1,3,50
A00459,U080,Doctor,Clinical,09/06/2025 13:30,Monday,13,P289,View,Normal,Onsite,66,0,0,2,20
A00460,U277,Receptionist,Admin,22/06/2025 22:28,Sunday,22,P261,View,High,Onsite,31,1,1,4,90
A00461,U024,Doctor,Clinical,19/06/2025 11:13,Thursday,11,P118,Export,Normal,Onsite,74,0,0,2,40
A00462,U212,Nurse,Clinical,04/06/2025 11:26,Wednesday,11,P184,View,High,Remote,15,0,0,3,60
A00463,U275,Receptionist,Admin,16/06/2025 10:00,Monday,10,P933,View,High,Onsite,32,0,0,4,70
A00464,U125,Nurse,Clinical,22/06/2025 18:09,Sunday,18,P108,View,High,Onsite,26,0,1,3,60
A00465,U222,Nurse,Clinical,03/06/2025 12:33,Tuesday,12,P498,View,Normal,Remote,58,0,0,3,30
A00466,U096,Nurse,Clinical,19/06/2025 16:59,Thursday,16,P884,View,Normal,Remote,2,0,0,3,30
A00467,U034,Doctor,Clinical,21/06/2025 04:59,Saturday,4,P332,Export,Normal,Remote,54,1,1,2,60
A00468,U141,Nurse,Clinical,16/06/2025 05:54,Monday,5,P829,View,Normal,Remote,26,1,0,3,50
A00469,U235,Nurse,Clinical,06/06/2025 01:54,Friday,1,P299,View,High,Onsite,75,1,0,3,80
A00470,U282,Receptionist,Admin,06/06/2025 03:28,Friday,3,P888,View,High,Onsite,64,1,0,4,90
A00471,U090,Nurse,Clinical,05/06/2025 00:31,Thursday,0,P396,View,High,Remote,31,1,0,3,80
A00472,U263,Admin,Admin,17/06/2025 10:04,Tuesday,10,P101,View,Normal,Remote,11,0,0,5,50
